"","id","premise","hypothesis","trial","response","confusing","confusing_reason","type","Answer.condition","Answer.time_in_minutes","anon_id"
"314","1605","The residual threat of reactionary takeover in the Russian Republic remained, but even in the worst-case scenario Russian forces would be both weaker and further removed from German borders than at any time during the Cold War. Despite these auspicious developments, the German government of Chancellor Kohl reacted almost with a sense of panic to the new international environment.","The Kohl government asserted virtually every one of the core values of the German political-military culture before the fall of the Berlin Wall.",8,42.98,1,"This part of the civic history of Germany is not evident in the text.","target-prior",0,27.6934,26
"315","2123","It may well be that Brissot believed his own rhetoric and thought that the French army would be welcomed abroad as' armed liberators'. But by choosing war, Brissot and the Girondins--whether they understood the risks or not--were taking a path towards internal terror.","Someone took on political leadership at the height of the conflict as a member of the Committee of Public Safety to defend the embattled Republic.",22,7.83,1,"The text and the Statement seem unrelated.","target-prior",0,10.8565666666667,26
"316","2016","Through the 1960s and 1970s investments and purchases by NASA, the Pentagon, and the National Science Foundation helped to sustain the PV industry and gave America leadership in world sales. In 1982 federal support for renewable energy was cut deeply, and within three years Japan became the world leader in PV sales.","The US previously had the lead in sales in the PV industry",5,100,0,"","target-prior",0,64.1448166666667,26
"317","1242","Bea Gaddy, activist for the homeless, Baltimore, Maryland A woman who had been with my grandparents for years came to help out with our holiday dinner.","The turkey was not on the floor beforehand.",6,48.5,1,"No turkey is mentioned","target-prior",0,64.1448166666667,26
"318","90"," Shares of the top 26 restaurant companies have seen their stocks lose an average 49.3% of their value from their highest points over the past 52 weeks.","The 46.5% decline of the Standard & Poor's 500 from its 52-week high is a pullback.",9,83.43,0,"","target-prior",0,64.1448166666667,26
"319","178","THEORY AND HYPOTHESES Initially, a model of the expected relationship between IS unit control system variables and the direction and level of the planned goal-related effort of IS professionals is presented in this section.","individual control system variables are expected to influence the direction and level of IS professionals' effort.",23,71.54,0,"","target-prior",0,17.8647333333333,26
"320","829","When Prince came, he was at his height--PRINCE in capital letters. And when you walked onto the dance floor, you looked all the way up at the ceiling, 50 feet up, and you saw the second floor.","The entire second floor was accessible earlier.",4,14.45,1,"This is non-sequitur.","target-prior",0,39.7649,26
"321","607"," All the debate can finally be laid to rest.","Something happened to Jar Jar Binks after Revenge of the Sith, and he's been soemthing doing since Return of the Jedi.",23,51.05,1,"This is non-sequitur","target-prior",0,64.1448166666667,26
"322","626","Sonia considers herself "" good at languages. "" She has an ear for them.","Sonia is Italian.",3,22.52,0,"","target-prior",0,39.7649,26
"323","474","They won't be able to sit in circle time. They won't have any idea that the rules apply to them.","Something often brings the child to first attention.",25,79.78,1,"non-sequitur","target-prior",0,17.8647333333333,26
"324","1262","He's terminated this year. That means the rest of his contract gets thrown out the door.","He had several million dollars.",27,3.46,1,"This is not relevant to the text.","target-prior",0,17.8647333333333,26
"325","1988"," Mashable is a leading global media company that informs, inspires and entertains the digital generation.","Storytelling has been defined before",4,100,0,"","target-prior",2,10.3638,15
"326","327"," Sarah had already told Molly that she had no family and the father didn't know of the baby's existence.","She had considered before whether to tell him.",15,82.32,0,"","target-prior",2,10.3638,15
"327","989","I have a little thing for her. GOLD","You can keep the show on in some way.",5,52.85,1,"A show is not mentioned in the sentence so I have no idea what type of show they are talking about.","target-prior",2,10.3638,15
"328","2128","He was heading up something called No Oil, Inc., which was trying to stop Armand Hammer and Occidental Petroleum from digging about 60 wells on Will Rogers State Beach, right there in Santa Monica. I went to hear him talk and we became friends,","We galvanized behind something.",14,64.32,0,"","target-prior",2,7.65061666666667,15
"329","1338","And tonight, you'll understand why, as Lynn Sherr takes you on a rare visit into a private world--a place that often holds the key to a black man's success, even his very survival. It's been written that men are what their mothers made them.","What you're about to see is a testament.",15,85.97,0,"","target-prior",2,7.65061666666667,15
"330","1856","The haptograph awaits its time. In a year-ten years-a century-it will return.","I have come to know something",14,100,0,"","target-prior",2,20.9122166666667,15
"331","1929"," In seizing his own Mideast moment, Obama offered a speech that was in some ways notable for what he did not mention.","Obama attempted to mention Saudi Arabia",10,1.19,0,"","target-prior",2,7.17805,15
"332","616","Two months earlier, Mattel rescinded its $5.2 billion offer to buy Hasbro following Hasbro's insistence the deal would never clear antitrust hurdles. ","Nothing has changed.",18,0,0,"","target-prior",2,8.68021666666667,15
"333","95","But will it ever? "" The only way I could see it happening, ""says Page,"" would be if we could get together in a room and look each other in the eye and play and still be able to have a smile behind those eyes.","getting back together only to disappoint the fans is an idea.",12,11.02,0,"","target-prior",2,7.65061666666667,15
"334","956","On Aug. 1 during an wide-ranging interview about the coming season, it was about five feet tall. Smith was proud of his horticultural skills.","He hadn't been growing the plant before January 2008.",12,49.85,0,"","target-prior",2,12.3445166666667,15
"335","129"," I tried to start the car, but the engine didn't make a sound.","I was turning the key earlier.",15,100,0,"","target-prior",2,4.754,15
"336","960","And at that point, worrying about my parents' relationship seemed as unnecessary as finding the answer to a puzzle on a stupid TV show. They were fine, holding hands or not.","We previously had been driving.",10,3.23,0,"","target-prior",2,7.65061666666667,15
"337","1102","Seated in his saddle, the knight San Alberto asked the dying man, "" In which abbey? In which direction?","It took effort for the dying man to whisper the murderer's name.",4,6.68,0,"","target-prior",2,9.36435,15
"338","993","And, of course, at that time my dad was dying, and we had a cat who died. There was a lot of death around.","Something happened.",8,100,0,"","target-prior",2,20.9122166666667,15
"339","1211"," ISE resources include, but are not limited to: science centers and museums and any other nature-related exhibit; television programs; film and broadcast media; digital media and gaming; and youth, community, and after-school programs (CAISE).","I collected the results and reported back.",13,14.86,1,"There is no mention of results.","target-prior",2,8.68021666666667,15
"340","138","<i>(No context.)</i>","Scientists didn't understand the molecular changes invovled in nuclear reprogramming.",6,14.97,1,"The is no context sentence.","target-prior",2,7.65061666666667,15
"341","196","First Meridian. which is contesting the charges in court.","the fees for these plans were its sole source of income.",23,1.67,1,"The first sentence doesn't mention fees.","target-prior",2,8.68021666666667,15
"342","2066","Ainge owns the school's all-time scoring record with 2,467 points, set before the three-point line existed in college. Last season, BYU reached the second round of the NCAA tournament for the first time in eight appearances since 1993.","Fredette talked to Ainge",16,0.94,0,"","target-prior",2,12.3445166666667,15
"343","2299",""" What's happening with tendons and soft tissues that we didn't see 10 or 15 years ago? Are we weaker, do we have a softer lifestyle?","We are softer than 10 or 15 years ago.",8,60.12,0,"","target-prior",2,7.89523333333333,15
